981c3299-9299-48b4-ab3c-446ec2b9d423,8b235a37-b8db-4c67-8b55-ce3470a7487e,Fri Feb 16 08:27:00 GMT-0500 2018,60.00,payment_request/95755725cd6c4cdba1d045ceea486f6e,CEC9QV1V1AW32,2708,VISA,3759,N4Z4GCZZ9V1K4
c8492ee1-5248-4e8b-9b20-8d9c2e5491ba,8b235a37-b8db-4c67-8b55-ce3470a7487e,Fri Feb 16 13:44:08 GMT-0500 2018,30.00,payment_request/8f5b9bdaf15f4694a3d249e0c8dbbb19,NJF3X94K2JH2Y,184148,MC,0592,9GPHW5ADKJN22
e6fb5ca1-01bb-4fe2-a94b-e0b7c5fa0287,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 12 09:58:38 GMT-0500 2018,25.00,payment_request/7d833c6f9383459cac0ac5fbf2b3bc54,D032380FPTFS8,05763C,VISA,9457,TPZZWVF3X9HNG
c91d8cfb-1746-4029-9448-dbfa2a3cf32d,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 12 10:16:00 GMT-0500 2018,148.44,payment_request/f049654c3aef4ff790696a36df8af9c2,M6B1YABX2FT8W,56455,VISA,8554,Q6EDK6QCRPBYY
fc3011ec-ff79-4cef-8d39-607312c203d6,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 19 11:50:04 GMT-0500 2018,6.00,payment_request/975966bf3d524b16a97ecd7efce77ce0,WPH1SYMZKTKKJ,19203,VISA,7986,TPZZWVF3X9HNG
eae1cd8f-2198-4082-9f80-a36b592621cc,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 19 11:56:34 GMT-0500 2018,30.00,payment_request/b5b589f035804261aa7da2fbce3717cc,FE8YNGX7P2ZE4,841322,VISA,6384,QKDXJ3237NP9C
18efc644-e6b8-467f-879d-9b1b39227b99,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 19 14:42:14 GMT-0500 2018,20.00,payment_request/1ffb8d347e924cc59908417fe1ef68f4,794FXFD6PYTBG,44214,VISA,1708,DQN1EP3C4MHKW
6f5029b2-6407-4bd5-b8c6-a30f46b4608f,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 19 14:46:59 GMT-0500 2018,36.00,payment_request/eae93dd37d814b33b4baa5f66ec81801,G6FPH9AB6EAQA,01962R,DISCOVER,7045,XH6QEMRT5P1SR
94420fd7-305b-484f-b7a5-936c93768a89,8b235a37-b8db-4c67-8b55-ce3470a7487e,Mon Feb 19 15:35:38 GMT-0500 2018,23.00,payment_request/0132952b7172449d8e5c3606cf939f80,RF9DJ4CHX6F98,43607,MC,9701,6PA48Z25EMT5W
d1d45357-6314-4bd5-bee1-2ca4e19a4544,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 15 09:58:34 GMT-0500 2018,50.00,payment_request/b18e49587fe640a0a941a1470347c476,CGKGGFK0ES37T,95849,VISA,0047,X778K1GQBBTHM
77268a18-0db7-4c12-ab36-0da9fe674388,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 15 11:09:47 GMT-0500 2018,70.00,payment_request/5410c3e2afda40528cdebc3c97203f38,HH0K2SKZZ281J,863995,AMEX,4008,FCGVFK6M7RF2W
f83e5983-fa71-4959-bffb-27944e3a8921,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 15 11:17:43 GMT-0500 2018,13.61,payment_request/1759de7a2a514dacafd03ec599d52799,XCFN60GJBHM2M,447243,VISA,6292,XD7G4NNQZ525J
817b7700-00df-4277-a175-e52421a0e195,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 15 13:53:20 GMT-0500 2018,45.00,payment_request/e79606bbcf0141d7b6fe29f78f1ce289,MGVWAXR59CK36,65313,VISA,9368,A6WJGPJCQN1HA
1ff8db2c-cf9e-4032-a810-881c157cf3bc,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 15 15:32:30 GMT-0500 2018,20.00,payment_request/3a6dbf79636a4f91aca986ac2b46a857,7N2B86S8T3ZH8,321203,VISA,5895,VTFRVQM6WVEPR
bf287aab-e3c7-4f73-b55e-4571717dc7de,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 8 11:08:24 GMT-0500 2018,40.00,payment_request/3a1b7a97b1294b29936bd68e89ef65fd,85EKZ0X55HD3C,03682A,VISA,3805,RA3VBV9WFH6BY
5294c704-d466-4dec-9f05-c8d81d654820,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 8 14:33:24 GMT-0500 2018,6.00,payment_request/fd3d3f7adbb24464b23b2fc5a46538cf,EMBGC0708SFKT,00828R,DISCOVER,1045,6P1EEMR2YXZMM
3233c6e4-c7dd-430d-8952-643156666884,8b235a37-b8db-4c67-8b55-ce3470a7487e,Thu Feb 8 14:57:28 GMT-0500 2018,70.00,payment_request/80ee428bb7694ce5b4eb220f5c0cae5b,GBACTS1ZZ9JSJ,175783,VISA,5921,JN0JFG85KGNF8
a5c4fc95-5730-4a33-a3e1-c8eb1865f24b,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 13 10:00:34 GMT-0500 2018,48.00,payment_request/5cc46c397aad4e68a2e7f35b7927acfc,ZSWC7FNSKDA0R,81814P,MC,7982,SH7THJHB1TXSE
3d5843e8-b0f3-4f24-b434-0555f29eb4c2,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 13 10:10:32 GMT-0500 2018,60.00,payment_request/910485fa599445e0a34eab47751f2898,5QM9W78SKFHFY,725237,VISA,4309,SFF78304DGQZG
f38a7eba-785d-4624-9e03-d2c9894342e8,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 08:20:19 GMT-0500 2018,180.00,payment_request/b7b7a602a41748e98bbefdfe242b1ee5,PVP5AM8PAP6WP,44187P,MC,1406,EP5QMGRT9FNZJ
27dc45a2-14c9-440a-991d-2a7dc658b450,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 10:59:15 GMT-0500 2018,45.00,payment_request/19bd6672cd2d4cd194f1dd1928bfde87,H3CKH4Q9P1TWT,95940,VISA,1827,3EFE7Z21QY8R0
a0f998d9-2322-410e-836b-79d242cc4094,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 11:00:03 GMT-0500 2018,19.00,payment_request/116da39c45a24bf38adac1ce7f8224b0,GFCQDEAR3FAF6,170308,MC,1909,N1KWH1DMCJ9R8
a81c4d87-e4aa-4076-83af-6c6f945722ca,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 11:13:39 GMT-0500 2018,40.00,payment_request/aef344919b074cfab15daa8330c29359,JWSM3DZQW9Y12,55289P,MC,5572,V0ZHG5MJXK1GY
1f70781e-fc2c-4689-afd8-1d6ff59bff8d,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 11:14:58 GMT-0500 2018,25.00,payment_request/869030e0b6a8426eab2350b3c727d42b,8Z0S0MN33T8ST,81511,VISA,4876,25ZBN919SH39W
ffdfea72-d2c7-489d-b2b9-0c60e6345d15,8b235a37-b8db-4c67-8b55-ce3470a7487e,Tue Feb 20 11:38:26 GMT-0500 2018,60.00,payment_request/aa1e16480df043e59c0bfe230a803600,0DBTGJ3GVFBB2,3843,VISA,8120,0MBRYXM55V3VW
2dec0d34-2f01-4d1b-8ef7-fd3b5a7426c1,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 14 11:55:12 GMT-0500 2018,30.00,payment_request/8bf911402ef747aa8cf9a913f276ddb6,34KSKWXWGKWN4,01449B,DISCOVER,5248,MBXMY911Q73QC
a3856099-7f76-42de-87e9-6bd21eb1101c,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 14 12:30:26 GMT-0500 2018,31.04,payment_request/bc30c46d649841c687e53b99475564d5,R2SH8BE4T3F12,93012,VISA,2354,1V2FZYXA36HV2
54ba50b4-d7fd-40b9-9d46-95a1e751f878,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 14 12:47:45 GMT-0500 2018,119.22,payment_request/e680504575924993b3b9491b00ac4c2d,T4ZJ84B8AP1YW,859769,AMEX,1010,YXMJY491MYJDE
842787cd-9f19-4ed1-be02-a2367e1cfce9,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 14 14:34:36 GMT-0500 2018,85.00,payment_request/741636fcc02b4b3d8f437ce2dbf57c55,2WZ5DRS5Q5NY8,05308Z,MC,6932,RJ9WMRH36ZYMM
da2a380c-ac17-4d82-b0bf-a5334ff8c8dd,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 14 14:40:54 GMT-0500 2018,25.00,payment_request/d0ba3323e59a4424afc71efc25194ca2,DPZRSD2H52XT6,659546,VISA,7975,HYAR8WNKCAFB4
a3856099-7f76-42de-87e9-6bd21eb1101c,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 21 08:14:31 GMT-0500 2018,71.04,payment_request/aea37b426d914a3d847a04123311ac74,9063DZ2E2XW7A,784413,VISA,3441,8CYBD42THCPWT
55619b60-eaa3-4620-8bdf-2008c9d02e25,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 21 08:17:34 GMT-0500 2018,50.00,payment_request/81f0be398b134a0c98b9864ee92421c3,N467CQZ7PNW8J,21092,VISA,4711,TCR4WYPZAG3AP
1de654eb-3041-410e-9803-0019f44ce08d,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 21 08:25:13 GMT-0500 2018,45.00,payment_request/ebf080bf82e648428c51803a5b71b921,91TJRPRBECWY4,191035,VISA,3907,662BMEP00YEYJ
d5e7cf39-90c3-4f44-a5d7-d66baa4f3583,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 21 11:23:46 GMT-0500 2018,20.00,payment_request/c874db6441ba458cad62d79cda6d1bdd,35ZG948FH3S54,994182,MC,7250,K0XA1R43PK5BY
bbf097af-5873-4de0-9030-a45678f99981,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 7 12:16:07 GMT-0500 2018,20.00,payment_request/80213406d4e847a7b1660a4914344e62,J3NKFAHRYJ7BT,911410,VISA,9254,ERSMT297NNQ6E
64ff8ed7-aa34-433c-a8dd-e89640e91c3e,8b235a37-b8db-4c67-8b55-ce3470a7487e,Wed Feb 7 16:56:47 GMT-0500 2018,6.00,payment_request/743f852b7b5e4f47bc2a2955aed9ae66,9CKZ2CJZZDSVM,3104,VISA,5669,KM97QF69ZXRKR
c870d469-1e7f-483b-b5a3-adfc49a69625,9251da39-3a48-4d8b-a7af-c1e054f250d0,Thu Feb 8 10:26:04 GMT-0500 2018,35.00,payment_request/0e71d43edded4cc3a8c26ec46953e94c,N11SSWVEMA5R8,08624C,VISA,2872,3YJ3EDAPEV5JG
3443901e-732a-460c-850b-2f58cbb2ebf7,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Thu Feb 15 15:41:14 GMT-0500 2018,50.00,payment_request/d4f945938f504ca890d2b2b772e19170,HDBTRAX6X48EW,190718,VISA,0239,V2MB19AHGNM3P
897c4637-28dc-4506-b659-5d04626387ea,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 13:59:14 GMT-0500 2018,135.32,payment_request/a323f437d03b4fbea75b4e7d1bc3aa43,Y7N44GHYSGHSG,61272,VISA,0871,A86K7Q3FQWC1M
11d42d7c-ec37-4748-88d2-2cd3edd386d6,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 09:25:57 GMT-0500 2018,40.00,payment_request/6cb4a5403d0047f6a1a51dd98e1c9c55,APS7HTBNYA0G4,08191D,VISA,9999,4V7B8JMMK1BJC
1c71c92b-979d-4c9b-adc1-29e23d1e97fb,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 13:53:40 GMT-0500 2018,35.00,payment_request/02fc7b281fe7492f94b745fba8f6538a,B5G4S4F5059P0,09774Z,MC,3917,YPFN5JP8YS7PP
109c21e6-2255-48d1-92ec-a73db1678601,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 14:57:16 GMT-0500 2018,10.00,payment_request/568da130d22a48379c631f9bc6018834,EKF3N6MDX1QA0,01746C,VISA,6061,5VWA065FBJYJ4
7030f42c-21a9-4c80-b9f1-867ba35f1b81,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 13 14:19:57 GMT-0500 2018,49.57,payment_request/e25ba412d90940b5a66462f984afd966,ANP4DKQJN33W0,39654,VISA,4806,AQ6548WP5771J
6be38e74-2631-4199-b70e-7c42c194bb54,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 09:28:08 GMT-0500 2018,20.00,payment_request/c76997773a114c128943cedf1851800e,YESE51FB6JPG8,33915D,VISA,2493,QRXYYEYS3VRA0
b2554ea1-1123-4197-a926-0a34a71fd998,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 10:30:50 GMT-0500 2018,90.00,payment_request/46893592061e4ef08763893b5c0cde96,ZJA7DWHXW25DW,43110,VISA,2976,1DX2DB94MQPGR
b3d6c5e9-60a8-4160-b9f7-af0c9b13d83f,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 20 15:31:20 GMT-0500 2018,60.00,payment_request/834be46cf66a47879eac83582873f059,QD4MZWF60THGT,23115,VISA,1279,G8TCZRA5F5P80
4aa55722-3ea7-4ba9-90c8-bfc28e9f8ad0,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 13 11:55:51 GMT-0500 2018,40.00,payment_request/78d83d4afac746e98ba5c3e45592e934,7KJR572J4RA9T,671332,MC,2093,A4J8Y67KE2AYA
cb53299b-7f2b-49d9-9b61-931456f10b83,d35b2bc1-19ec-493f-8b6c-90d4fb902893,Tue Feb 13 15:28:15 GMT-0500 2018,15.00,payment_request/1f42fdb4bf964e62b6c5040bf6afe990,EFNQSK9GRA9JW,734013,AMEX,7813,KN2PWEJ78MQQM
02b731bc-460e-4876-b684-7e5850dd1ac1,7a769012-208c-4f0d-a73c-7bef09eb7832,Tue Jan 30 14:29:13 GMT-0500 2018,25.00,payment_request/f8fc46bb0a3c43769f6a7ed6eba07991,WVFDY4NVY6RQP,00992D,VISA,3171,20QRDZ0DW7RGM
b50a31d9-213b-4abb-b229-46860b8f7438,7a769012-208c-4f0d-a73c-7bef09eb7832,Tue Feb 13 13:21:43 GMT-0500 2018,107.99,payment_request/622517b3887643d89b2ec0d8e626f629,W8GQX45VDAV9A,06047C,VISA,4377,Q7CW7NKMBNB02
b945c9b8-268d-4ce0-8d62-89641a12a6c0,7a769012-208c-4f0d-a73c-7bef09eb7832,Wed Feb 21 14:56:42 GMT-0500 2018,45.00,payment_request/ee507bb736ff4f878ed429a07a70afcd,WT78GF7W08B5R,239359,VISA,7290,GJJTSCAGGWWZY
013a8b8f-b066-44ac-b763-4e33ee3e3c27,57c1e69f-0a4c-4084-9458-66be29dd36a2,Wed Feb 14 11:50:03 GMT-0500 2018,25.00,payment_request/534f7bb1e13c4d72a2788f078f8f5cd3,FGK6NZTRNC5R0,461120,VISA,6580,2JP7TKVK0B4QT
16295a03-86bc-4aac-b7b4-a6da341c3f2a,8706e715-9435-4848-be48-b31d065d8f8c,Tue Feb 6 11:32:45 GMT-0500 2018,50.00,payment_request/10c9d0200cba4e9f87393bbcb495c7c8,4B6ZZRQEHQGV6,471717,VISA,9430,BMKSPM73NVC5A
6bf97156-f251-4013-b50f-56160510321a,69022442-067a-4281-8e45-5ddf67d09ec1,Mon Feb 19 14:47:33 GMT-0500 2018,700.00,payment_request/0021154353f749b98ba3ce4add51dc56,VDDG4RESNPKR6,02179Z,MC,7850,Q4396N4NWA20G